mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_booster,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_nthread,param_objective,param_reg_alpha,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
40.424418687820435,13.946490201582787,0.09707942008972167,0.040597535834183456,gbtree,0.8,0,0.1,9,2,200,4,reg:squarederror,0.001,0.0,0.8,"{'booster': 'gbtree', 'colsample_bytree': 0.8, 'gamma': 0, 'learning_rate': 0.1, 'max_depth': 9, 'min_child_weight': 2, 'n_estimators': 200, 'nthread': 4, 'objective': 'reg:squarederror', 'reg_alpha': 0.001, 'reg_lambda': 0.0, 'subsample': 0.8}",0.9332304255352556,0.924962175939229,0.9210670657253447,0.9249699014759809,0.9335410103388516,0.9275539557747046,0.004970777693199784,1
