,fit num,MSE,R2,unc. Tc,eta,gamma,alpha,lambda,max_depth,min_child_weight,subsample,colsample_bytree,n_trees,data set,par0,par1,par2,par3,par4,par5,par6,par7,par8,par9,par10,par11,par12,par13,par14,par15,par16,par17,par18,par19,par20,par21,par22,par23,par24,par25,par26,par27,par28,par29,par30,par31,par32,par33,par34,par35,par36,par37,par38,par39,par40,par41,par42,par43,par44,par45,par46,par47,par48,par49,par50,par51,par52,par53,par54,par55,par56,par57,par58,par59,par60,par61,par62,par63,par64,par65,par66,par67,par68,par69,par70,par71,par72,par73,par74,par75,par76,par77,par78,par79,par80,par81,ntrees
0,0,0.00040516459731631307,0.9882730969909512,3.7238096545273116,0.1,0.0,0.001,0.0,9,2,0.8,0.8,200,train,0.0,0.012313772924244404,0.033368803560733795,0.05590604990720749,0.010451504960656166,0.027858011424541473,0.013567953370511532,0.035763148218393326,0.00619489187374711,0.028770143166184425,0.009311340749263763,0.024665551260113716,0.009957433678209782,0.026793858036398888,0.004902706015855074,0.012579811736941338,0.006232897751033306,0.025121618062257767,0.0032684707548469305,0.02576771005988121,0.004750683903694153,0.023297354578971863,0.008133171126246452,0.018204621970653534,0.0048647006042301655,0.013491942547261715,0.005396777298301458,0.019914867356419563,0.002698388649150729,0.01923076994717121,0.007031012326478958,0.025729704648256302,0.007031012326478958,0.01904074102640152,0.0063469139859080315,0.01276983879506588,0.005472788121551275,0.019686834886670113,0.0018622681964188814,0.011135603301227093,0.005586804356426001,0.01755852811038494,0.005472788121551275,0.012921860441565514,0.00535877188667655,0.014670112170279026,0.003990574739873409,0.01664639636874199,0.0015582244377583265,0.012807844206690788,0.004256613086909056,0.015202188864350319,0.006726968567818403,0.018622681498527527,0.004446640145033598,0.012921860441565514,0.006840985268354416,0.016570385545492172,0.0020522954873740673,0.01121161412447691,0.004978716839104891,0.01588628813624382,0.006726968567818403,0.01615232601761818,0.004598662257194519,0.014138035476207733,0.005320766009390354,0.018888719379901886,0.0018242626683786511,0.0063469139859080315,0.004826695192605257,0.018850713968276978,0.002014290075749159,0.0173685010522604,0.0023183338344097137,0.009349346160888672,0.0016722407890483737,0.013833992183208466,0.0008741258643567562,0.014480085112154484,0.0021663119550794363,0.013073883019387722,
1,0,0.00325391630866032,0.9040015781690689,10.552975204362959,0.1,0.0,0.001,0.0,9,2,0.8,0.8,,test,0.0,0.012313772924244404,0.033368803560733795,0.05590604990720749,0.010451504960656166,0.027858011424541473,0.013567953370511532,0.035763148218393326,0.00619489187374711,0.028770143166184425,0.009311340749263763,0.024665551260113716,0.009957433678209782,0.026793858036398888,0.004902706015855074,0.012579811736941338,0.006232897751033306,0.025121618062257767,0.0032684707548469305,0.02576771005988121,0.004750683903694153,0.023297354578971863,0.008133171126246452,0.018204621970653534,0.0048647006042301655,0.013491942547261715,0.005396777298301458,0.019914867356419563,0.002698388649150729,0.01923076994717121,0.007031012326478958,0.025729704648256302,0.007031012326478958,0.01904074102640152,0.0063469139859080315,0.01276983879506588,0.005472788121551275,0.019686834886670113,0.0018622681964188814,0.011135603301227093,0.005586804356426001,0.01755852811038494,0.005472788121551275,0.012921860441565514,0.00535877188667655,0.014670112170279026,0.003990574739873409,0.01664639636874199,0.0015582244377583265,0.012807844206690788,0.004256613086909056,0.015202188864350319,0.006726968567818403,0.018622681498527527,0.004446640145033598,0.012921860441565514,0.006840985268354416,0.016570385545492172,0.0020522954873740673,0.01121161412447691,0.004978716839104891,0.01588628813624382,0.006726968567818403,0.01615232601761818,0.004598662257194519,0.014138035476207733,0.005320766009390354,0.018888719379901886,0.0018242626683786511,0.0063469139859080315,0.004826695192605257,0.018850713968276978,0.002014290075749159,0.0173685010522604,0.0023183338344097137,0.009349346160888672,0.0016722407890483737,0.013833992183208466,0.0008741258643567562,0.014480085112154484,0.0021663119550794363,0.013073883019387722,200.0
2,0,0.003000989919244649,0.9130305928198984,10.13453896268341,0.1,0.0,0.001,0.0,9,2,0.8,0.8,200,eval,0.0,0.012313772924244404,0.033368803560733795,0.05590604990720749,0.010451504960656166,0.027858011424541473,0.013567953370511532,0.035763148218393326,0.00619489187374711,0.028770143166184425,0.009311340749263763,0.024665551260113716,0.009957433678209782,0.026793858036398888,0.004902706015855074,0.012579811736941338,0.006232897751033306,0.025121618062257767,0.0032684707548469305,0.02576771005988121,0.004750683903694153,0.023297354578971863,0.008133171126246452,0.018204621970653534,0.0048647006042301655,0.013491942547261715,0.005396777298301458,0.019914867356419563,0.002698388649150729,0.01923076994717121,0.007031012326478958,0.025729704648256302,0.007031012326478958,0.01904074102640152,0.0063469139859080315,0.01276983879506588,0.005472788121551275,0.019686834886670113,0.0018622681964188814,0.011135603301227093,0.005586804356426001,0.01755852811038494,0.005472788121551275,0.012921860441565514,0.00535877188667655,0.014670112170279026,0.003990574739873409,0.01664639636874199,0.0015582244377583265,0.012807844206690788,0.004256613086909056,0.015202188864350319,0.006726968567818403,0.018622681498527527,0.004446640145033598,0.012921860441565514,0.006840985268354416,0.016570385545492172,0.0020522954873740673,0.01121161412447691,0.004978716839104891,0.01588628813624382,0.006726968567818403,0.01615232601761818,0.004598662257194519,0.014138035476207733,0.005320766009390354,0.018888719379901886,0.0018242626683786511,0.0063469139859080315,0.004826695192605257,0.018850713968276978,0.002014290075749159,0.0173685010522604,0.0023183338344097137,0.009349346160888672,0.0016722407890483737,0.013833992183208466,0.0008741258643567562,0.014480085112154484,0.0021663119550794363,0.013073883019387722,
3,1,0.00040516459731631307,0.9882730969909512,3.7238096545273116,0.1,0.0,0.001,0.0,9,2,0.8,0.8,200,train,0.0,0.012313772924244404,0.033368803560733795,0.05590604990720749,0.010451504960656166,0.027858011424541473,0.013567953370511532,0.035763148218393326,0.00619489187374711,0.028770143166184425,0.009311340749263763,0.024665551260113716,0.009957433678209782,0.026793858036398888,0.004902706015855074,0.012579811736941338,0.006232897751033306,0.025121618062257767,0.0032684707548469305,0.02576771005988121,0.004750683903694153,0.023297354578971863,0.008133171126246452,0.018204621970653534,0.0048647006042301655,0.013491942547261715,0.005396777298301458,0.019914867356419563,0.002698388649150729,0.01923076994717121,0.007031012326478958,0.025729704648256302,0.007031012326478958,0.01904074102640152,0.0063469139859080315,0.01276983879506588,0.005472788121551275,0.019686834886670113,0.0018622681964188814,0.011135603301227093,0.005586804356426001,0.01755852811038494,0.005472788121551275,0.012921860441565514,0.00535877188667655,0.014670112170279026,0.003990574739873409,0.01664639636874199,0.0015582244377583265,0.012807844206690788,0.004256613086909056,0.015202188864350319,0.006726968567818403,0.018622681498527527,0.004446640145033598,0.012921860441565514,0.006840985268354416,0.016570385545492172,0.0020522954873740673,0.01121161412447691,0.004978716839104891,0.01588628813624382,0.006726968567818403,0.01615232601761818,0.004598662257194519,0.014138035476207733,0.005320766009390354,0.018888719379901886,0.0018242626683786511,0.0063469139859080315,0.004826695192605257,0.018850713968276978,0.002014290075749159,0.0173685010522604,0.0023183338344097137,0.009349346160888672,0.0016722407890483737,0.013833992183208466,0.0008741258643567562,0.014480085112154484,0.0021663119550794363,0.013073883019387722,
4,1,0.0031022150660432127,0.9086618347921968,10.30404341194897,0.1,0.0,0.001,0.0,9,2,0.8,0.8,,test,0.0,0.012313772924244404,0.033368803560733795,0.05590604990720749,0.010451504960656166,0.027858011424541473,0.013567953370511532,0.035763148218393326,0.00619489187374711,0.028770143166184425,0.009311340749263763,0.024665551260113716,0.009957433678209782,0.026793858036398888,0.004902706015855074,0.012579811736941338,0.006232897751033306,0.025121618062257767,0.0032684707548469305,0.02576771005988121,0.004750683903694153,0.023297354578971863,0.008133171126246452,0.018204621970653534,0.0048647006042301655,0.013491942547261715,0.005396777298301458,0.019914867356419563,0.002698388649150729,0.01923076994717121,0.007031012326478958,0.025729704648256302,0.007031012326478958,0.01904074102640152,0.0063469139859080315,0.01276983879506588,0.005472788121551275,0.019686834886670113,0.0018622681964188814,0.011135603301227093,0.005586804356426001,0.01755852811038494,0.005472788121551275,0.012921860441565514,0.00535877188667655,0.014670112170279026,0.003990574739873409,0.01664639636874199,0.0015582244377583265,0.012807844206690788,0.004256613086909056,0.015202188864350319,0.006726968567818403,0.018622681498527527,0.004446640145033598,0.012921860441565514,0.006840985268354416,0.016570385545492172,0.0020522954873740673,0.01121161412447691,0.004978716839104891,0.01588628813624382,0.006726968567818403,0.01615232601761818,0.004598662257194519,0.014138035476207733,0.005320766009390354,0.018888719379901886,0.0018242626683786511,0.0063469139859080315,0.004826695192605257,0.018850713968276978,0.002014290075749159,0.0173685010522604,0.0023183338344097137,0.009349346160888672,0.0016722407890483737,0.013833992183208466,0.0008741258643567562,0.014480085112154484,0.0021663119550794363,0.013073883019387722,200.0
5,1,0.0033043567352471167,0.9038858711985212,10.634453877084265,0.1,0.0,0.001,0.0,9,2,0.8,0.8,200,eval,0.0,0.012313772924244404,0.033368803560733795,0.05590604990720749,0.010451504960656166,0.027858011424541473,0.013567953370511532,0.035763148218393326,0.00619489187374711,0.028770143166184425,0.009311340749263763,0.024665551260113716,0.009957433678209782,0.026793858036398888,0.004902706015855074,0.012579811736941338,0.006232897751033306,0.025121618062257767,0.0032684707548469305,0.02576771005988121,0.004750683903694153,0.023297354578971863,0.008133171126246452,0.018204621970653534,0.0048647006042301655,0.013491942547261715,0.005396777298301458,0.019914867356419563,0.002698388649150729,0.01923076994717121,0.007031012326478958,0.025729704648256302,0.007031012326478958,0.01904074102640152,0.0063469139859080315,0.01276983879506588,0.005472788121551275,0.019686834886670113,0.0018622681964188814,0.011135603301227093,0.005586804356426001,0.01755852811038494,0.005472788121551275,0.012921860441565514,0.00535877188667655,0.014670112170279026,0.003990574739873409,0.01664639636874199,0.0015582244377583265,0.012807844206690788,0.004256613086909056,0.015202188864350319,0.006726968567818403,0.018622681498527527,0.004446640145033598,0.012921860441565514,0.006840985268354416,0.016570385545492172,0.0020522954873740673,0.01121161412447691,0.004978716839104891,0.01588628813624382,0.006726968567818403,0.01615232601761818,0.004598662257194519,0.014138035476207733,0.005320766009390354,0.018888719379901886,0.0018242626683786511,0.0063469139859080315,0.004826695192605257,0.018850713968276978,0.002014290075749159,0.0173685010522604,0.0023183338344097137,0.009349346160888672,0.0016722407890483737,0.013833992183208466,0.0008741258643567562,0.014480085112154484,0.0021663119550794363,0.013073883019387722,
6,2,0.000403640591193813,0.9883176300992238,3.7167995955671658,0.1,0.0,0.001,0.0,9,2,0.8,0.8,200,train,0.0,0.01206198986619711,0.030307656154036522,0.052599433809518814,0.00965722557157278,0.02679593861103058,0.013970532454550266,0.03881975635886192,0.006183678284287453,0.028513627126812935,0.00946637149900198,0.02416214905679226,0.011642110534012318,0.029009848833084106,0.005114894360303879,0.014237727969884872,0.006794411689043045,0.023436903953552246,0.003511718474328518,0.02435300312936306,0.005878311116248369,0.022291777655482292,0.008359416387975216,0.01927627995610237,0.004313306417316198,0.0124818691983819,0.0058401403948664665,0.019505305215716362,0.0029391555581241846,0.020383235067129135,0.007557828910648823,0.02484922483563423,0.007214291021227837,0.018398350104689598,0.006756240967661142,0.012138331308960915,0.006183678284287453,0.01862737536430359,0.0016413467237725854,0.010687838308513165,0.006069165654480457,0.0164516381919384,0.005954653024673462,0.015077486634254456,0.0056874570436775684,0.014352240599691868,0.003664401825517416,0.017176883295178413,0.0017940300749614835,0.012329185381531715,0.004542331676930189,0.01603175885975361,0.007634170353412628,0.01900908537209034,0.0046186731196939945,0.013894190080463886,0.005572944413870573,0.016833346337080002,0.001908542588353157,0.009619055315852165,0.004275135695934296,0.017825787886977196,0.005725627765059471,0.017520422115921974,0.0041606230661273,0.014123215340077877,0.0053057484328746796,0.017940301448106766,0.0018703717505559325,0.006336361635476351,0.004962211009114981,0.01912359707057476,0.002290251199156046,0.015611878596246243,0.0020993968937546015,0.010306130163371563,0.0017176883993670344,0.013130773790180683,0.0007252462091855705,0.014543094672262669,0.0025574471801519394,0.013665164820849895,
7,2,0.003108584786259871,0.9097562111359401,10.314616537212816,0.1,0.0,0.001,0.0,9,2,0.8,0.8,,test,0.0,0.01206198986619711,0.030307656154036522,0.052599433809518814,0.00965722557157278,0.02679593861103058,0.013970532454550266,0.03881975635886192,0.006183678284287453,0.028513627126812935,0.00946637149900198,0.02416214905679226,0.011642110534012318,0.029009848833084106,0.005114894360303879,0.014237727969884872,0.006794411689043045,0.023436903953552246,0.003511718474328518,0.02435300312936306,0.005878311116248369,0.022291777655482292,0.008359416387975216,0.01927627995610237,0.004313306417316198,0.0124818691983819,0.0058401403948664665,0.019505305215716362,0.0029391555581241846,0.020383235067129135,0.007557828910648823,0.02484922483563423,0.007214291021227837,0.018398350104689598,0.006756240967661142,0.012138331308960915,0.006183678284287453,0.01862737536430359,0.0016413467237725854,0.010687838308513165,0.006069165654480457,0.0164516381919384,0.005954653024673462,0.015077486634254456,0.0056874570436775684,0.014352240599691868,0.003664401825517416,0.017176883295178413,0.0017940300749614835,0.012329185381531715,0.004542331676930189,0.01603175885975361,0.007634170353412628,0.01900908537209034,0.0046186731196939945,0.013894190080463886,0.005572944413870573,0.016833346337080002,0.001908542588353157,0.009619055315852165,0.004275135695934296,0.017825787886977196,0.005725627765059471,0.017520422115921974,0.0041606230661273,0.014123215340077877,0.0053057484328746796,0.017940301448106766,0.0018703717505559325,0.006336361635476351,0.004962211009114981,0.01912359707057476,0.002290251199156046,0.015611878596246243,0.0020993968937546015,0.010306130163371563,0.0017176883993670344,0.013130773790180683,0.0007252462091855705,0.014543094672262669,0.0025574471801519394,0.013665164820849895,200.0
8,2,0.0031778420300898748,0.9048688311353976,10.428885054492929,0.1,0.0,0.001,0.0,9,2,0.8,0.8,200,eval,0.0,0.01206198986619711,0.030307656154036522,0.052599433809518814,0.00965722557157278,0.02679593861103058,0.013970532454550266,0.03881975635886192,0.006183678284287453,0.028513627126812935,0.00946637149900198,0.02416214905679226,0.011642110534012318,0.029009848833084106,0.005114894360303879,0.014237727969884872,0.006794411689043045,0.023436903953552246,0.003511718474328518,0.02435300312936306,0.005878311116248369,0.022291777655482292,0.008359416387975216,0.01927627995610237,0.004313306417316198,0.0124818691983819,0.0058401403948664665,0.019505305215716362,0.0029391555581241846,0.020383235067129135,0.007557828910648823,0.02484922483563423,0.007214291021227837,0.018398350104689598,0.006756240967661142,0.012138331308960915,0.006183678284287453,0.01862737536430359,0.0016413467237725854,0.010687838308513165,0.006069165654480457,0.0164516381919384,0.005954653024673462,0.015077486634254456,0.0056874570436775684,0.014352240599691868,0.003664401825517416,0.017176883295178413,0.0017940300749614835,0.012329185381531715,0.004542331676930189,0.01603175885975361,0.007634170353412628,0.01900908537209034,0.0046186731196939945,0.013894190080463886,0.005572944413870573,0.016833346337080002,0.001908542588353157,0.009619055315852165,0.004275135695934296,0.017825787886977196,0.005725627765059471,0.017520422115921974,0.0041606230661273,0.014123215340077877,0.0053057484328746796,0.017940301448106766,0.0018703717505559325,0.006336361635476351,0.004962211009114981,0.01912359707057476,0.002290251199156046,0.015611878596246243,0.0020993968937546015,0.010306130163371563,0.0017176883993670344,0.013130773790180683,0.0007252462091855705,0.014543094672262669,0.0025574471801519394,0.013665164820849895,
9,3,0.0004937792158405036,0.9854602771923178,4.110911536647467,0.1,0.0,0.001,0.0,9,2,0.8,0.8,200,train,0.0,0.012170154601335526,0.030141036957502365,0.05561874434351921,0.009023354388773441,0.028093721717596054,0.0138004245236516,0.04026387631893158,0.006862299051135778,0.03161965310573578,0.00875796191394329,0.023885350674390793,0.01050197146832943,0.02737336978316307,0.005762814544141293,0.013648771680891514,0.006217773538082838,0.024188656359910965,0.0031847134232521057,0.023506218567490578,0.0056111617013812065,0.021496815606951714,0.0069381254725158215,0.018691234290599823,0.004435850773006678,0.012170154601335526,0.004890809766948223,0.021496815606951714,0.0028434940613806248,0.018918713554739952,0.008075523190200329,0.026766758412122726,0.007885957136750221,0.018463755026459694,0.005421595182269812,0.012700940482318401,0.005004549399018288,0.02013193815946579,0.0015544433845207095,0.010994844138622284,0.005345768760889769,0.01774340309202671,0.004663330502808094,0.014293297193944454,0.004208371043205261,0.01417955756187439,0.004663330502808094,0.018236275762319565,0.00208522891625762,0.011487715877592564,0.004511677194386721,0.016947224736213684,0.007468911353498697,0.018312102183699608,0.004132544621825218,0.01076736394315958,0.0051182894967496395,0.01762966252863407,0.0027297544293105602,0.009402487426996231,0.004094631411135197,0.01774340309202671,0.007506824564188719,0.015430694445967674,0.00424628471955657,0.013004246167838573,0.004435850773006678,0.01744009740650654,0.0019714892841875553,0.006862299051135778,0.0054595088586211205,0.02187594771385193,0.0019714892841875553,0.015430694445967674,0.0024643614888191223,0.009743706323206425,0.0018577494192868471,0.013648771680891514,0.0007203518180176616,0.015127388760447502,0.002540188143029809,0.013383379206061363,
10,3,0.00300992227604604,0.9126172469465903,10.149610332307134,0.1,0.0,0.001,0.0,9,2,0.8,0.8,,test,0.0,0.012170154601335526,0.030141036957502365,0.05561874434351921,0.009023354388773441,0.028093721717596054,0.0138004245236516,0.04026387631893158,0.006862299051135778,0.03161965310573578,0.00875796191394329,0.023885350674390793,0.01050197146832943,0.02737336978316307,0.005762814544141293,0.013648771680891514,0.006217773538082838,0.024188656359910965,0.0031847134232521057,0.023506218567490578,0.0056111617013812065,0.021496815606951714,0.0069381254725158215,0.018691234290599823,0.004435850773006678,0.012170154601335526,0.004890809766948223,0.021496815606951714,0.0028434940613806248,0.018918713554739952,0.008075523190200329,0.026766758412122726,0.007885957136750221,0.018463755026459694,0.005421595182269812,0.012700940482318401,0.005004549399018288,0.02013193815946579,0.0015544433845207095,0.010994844138622284,0.005345768760889769,0.01774340309202671,0.004663330502808094,0.014293297193944454,0.004208371043205261,0.01417955756187439,0.004663330502808094,0.018236275762319565,0.00208522891625762,0.011487715877592564,0.004511677194386721,0.016947224736213684,0.007468911353498697,0.018312102183699608,0.004132544621825218,0.01076736394315958,0.0051182894967496395,0.01762966252863407,0.0027297544293105602,0.009402487426996231,0.004094631411135197,0.01774340309202671,0.007506824564188719,0.015430694445967674,0.00424628471955657,0.013004246167838573,0.004435850773006678,0.01744009740650654,0.0019714892841875553,0.006862299051135778,0.0054595088586211205,0.02187594771385193,0.0019714892841875553,0.015430694445967674,0.0024643614888191223,0.009743706323206425,0.0018577494192868471,0.013648771680891514,0.0007203518180176616,0.015127388760447502,0.002540188143029809,0.013383379206061363,200.0
11,3,0.0031457972997235247,0.9090748611735252,10.376170419911078,0.1,0.0,0.001,0.0,9,2,0.8,0.8,200,eval,0.0,0.012170154601335526,0.030141036957502365,0.05561874434351921,0.009023354388773441,0.028093721717596054,0.0138004245236516,0.04026387631893158,0.006862299051135778,0.03161965310573578,0.00875796191394329,0.023885350674390793,0.01050197146832943,0.02737336978316307,0.005762814544141293,0.013648771680891514,0.006217773538082838,0.024188656359910965,0.0031847134232521057,0.023506218567490578,0.0056111617013812065,0.021496815606951714,0.0069381254725158215,0.018691234290599823,0.004435850773006678,0.012170154601335526,0.004890809766948223,0.021496815606951714,0.0028434940613806248,0.018918713554739952,0.008075523190200329,0.026766758412122726,0.007885957136750221,0.018463755026459694,0.005421595182269812,0.012700940482318401,0.005004549399018288,0.02013193815946579,0.0015544433845207095,0.010994844138622284,0.005345768760889769,0.01774340309202671,0.004663330502808094,0.014293297193944454,0.004208371043205261,0.01417955756187439,0.004663330502808094,0.018236275762319565,0.00208522891625762,0.011487715877592564,0.004511677194386721,0.016947224736213684,0.007468911353498697,0.018312102183699608,0.004132544621825218,0.01076736394315958,0.0051182894967496395,0.01762966252863407,0.0027297544293105602,0.009402487426996231,0.004094631411135197,0.01774340309202671,0.007506824564188719,0.015430694445967674,0.00424628471955657,0.013004246167838573,0.004435850773006678,0.01744009740650654,0.0019714892841875553,0.006862299051135778,0.0054595088586211205,0.02187594771385193,0.0019714892841875553,0.015430694445967674,0.0024643614888191223,0.009743706323206425,0.0018577494192868471,0.013648771680891514,0.0007203518180176616,0.015127388760447502,0.002540188143029809,0.013383379206061363,
12,4,0.0004940069449284822,0.9854717918504045,4.111859395720786,0.1,0.0,0.001,0.0,9,2,0.8,0.8,200,train,0.0,0.011788787320256233,0.0318790040910244,0.05936090275645256,0.010689510963857174,0.029187673702836037,0.012850156985223293,0.0387779101729393,0.005913346540182829,0.028808612376451492,0.008718395605683327,0.024335695430636406,0.010499981231987476,0.02767143025994301,0.004472916014492512,0.015958454459905624,0.006064970977604389,0.02475266344845295,0.00344945234246552,0.024904286488890648,0.003790606977418065,0.020696712657809258,0.006671468261629343,0.01914256438612938,0.004093855619430542,0.011675069108605385,0.00511731905862689,0.018725598230957985,0.002805049065500498,0.019559532403945923,0.007770744152367115,0.028694894164800644,0.00841514766216278,0.017891664057970047,0.005382661707699299,0.013646184466779232,0.004624540451914072,0.02043137140572071,0.0010992760071530938,0.010083014145493507,0.0056480043567717075,0.01982487365603447,0.005420567933470011,0.013911527581512928,0.005685910116881132,0.013646184466779232,0.004018043167889118,0.01698191836476326,0.002009021583944559,0.011599256657063961,0.003714794758707285,0.015086615458130836,0.006823092233389616,0.015579394064843655,0.003942231182008982,0.012850156985223293,0.005231037270277739,0.017891664057970047,0.0024259884376078844,0.012054129503667355,0.004851976875215769,0.016527045518159866,0.006633562035858631,0.01694401353597641,0.003411546116694808,0.013229218311607838,0.004245479591190815,0.017967477440834045,0.002312270225957036,0.005837534554302692,0.006292407400906086,0.020848337560892105,0.002388082444667816,0.01686820015311241,0.0020848338026553392,0.010045108385384083,0.001402524532750249,0.012812251225113869,0.0007202153210528195,0.015958454459905624,0.0016299609560519457,0.012243660166859627,
13,4,0.003158606449745858,0.9083007127500897,10.3972739572713,0.1,0.0,0.001,0.0,9,2,0.8,0.8,,test,0.0,0.011788787320256233,0.0318790040910244,0.05936090275645256,0.010689510963857174,0.029187673702836037,0.012850156985223293,0.0387779101729393,0.005913346540182829,0.028808612376451492,0.008718395605683327,0.024335695430636406,0.010499981231987476,0.02767143025994301,0.004472916014492512,0.015958454459905624,0.006064970977604389,0.02475266344845295,0.00344945234246552,0.024904286488890648,0.003790606977418065,0.020696712657809258,0.006671468261629343,0.01914256438612938,0.004093855619430542,0.011675069108605385,0.00511731905862689,0.018725598230957985,0.002805049065500498,0.019559532403945923,0.007770744152367115,0.028694894164800644,0.00841514766216278,0.017891664057970047,0.005382661707699299,0.013646184466779232,0.004624540451914072,0.02043137140572071,0.0010992760071530938,0.010083014145493507,0.0056480043567717075,0.01982487365603447,0.005420567933470011,0.013911527581512928,0.005685910116881132,0.013646184466779232,0.004018043167889118,0.01698191836476326,0.002009021583944559,0.011599256657063961,0.003714794758707285,0.015086615458130836,0.006823092233389616,0.015579394064843655,0.003942231182008982,0.012850156985223293,0.005231037270277739,0.017891664057970047,0.0024259884376078844,0.012054129503667355,0.004851976875215769,0.016527045518159866,0.006633562035858631,0.01694401353597641,0.003411546116694808,0.013229218311607838,0.004245479591190815,0.017967477440834045,0.002312270225957036,0.005837534554302692,0.006292407400906086,0.020848337560892105,0.002388082444667816,0.01686820015311241,0.0020848338026553392,0.010045108385384083,0.001402524532750249,0.012812251225113869,0.0007202153210528195,0.015958454459905624,0.0016299609560519457,0.012243660166859627,200.0
14,4,0.0029290634023433383,0.9151139344656773,10.012352118518443,0.1,0.0,0.001,0.0,9,2,0.8,0.8,200,eval,0.0,0.011788787320256233,0.0318790040910244,0.05936090275645256,0.010689510963857174,0.029187673702836037,0.012850156985223293,0.0387779101729393,0.005913346540182829,0.028808612376451492,0.008718395605683327,0.024335695430636406,0.010499981231987476,0.02767143025994301,0.004472916014492512,0.015958454459905624,0.006064970977604389,0.02475266344845295,0.00344945234246552,0.024904286488890648,0.003790606977418065,0.020696712657809258,0.006671468261629343,0.01914256438612938,0.004093855619430542,0.011675069108605385,0.00511731905862689,0.018725598230957985,0.002805049065500498,0.019559532403945923,0.007770744152367115,0.028694894164800644,0.00841514766216278,0.017891664057970047,0.005382661707699299,0.013646184466779232,0.004624540451914072,0.02043137140572071,0.0010992760071530938,0.010083014145493507,0.0056480043567717075,0.01982487365603447,0.005420567933470011,0.013911527581512928,0.005685910116881132,0.013646184466779232,0.004018043167889118,0.01698191836476326,0.002009021583944559,0.011599256657063961,0.003714794758707285,0.015086615458130836,0.006823092233389616,0.015579394064843655,0.003942231182008982,0.012850156985223293,0.005231037270277739,0.017891664057970047,0.0024259884376078844,0.012054129503667355,0.004851976875215769,0.016527045518159866,0.006633562035858631,0.01694401353597641,0.003411546116694808,0.013229218311607838,0.004245479591190815,0.017967477440834045,0.002312270225957036,0.005837534554302692,0.006292407400906086,0.020848337560892105,0.002388082444667816,0.01686820015311241,0.0020848338026553392,0.010045108385384083,0.001402524532750249,0.012812251225113869,0.0007202153210528195,0.015958454459905624,0.0016299609560519457,0.012243660166859627,
