num,Hc1zero,Hc2zero,Tc,b300,cohere,curiet,dHc2dt,debyet,dens,dtcdp,element,g300,gamma,gap,gapene,gapmeth,isoel,isotope,lata,latb,latc,moment,nHc1zero,nHc2zero,ncohere,ndHc2dto,neelt,npenet,pHc1zero,pHc2zero,pcohere,pdHc2dto,penet,ppenet,rh300,rh300n,rh300p,spheat,spjump,str3,thc300,tp300,tp300p,uHc1,uHc2,ub,ucohere,udHc2dt,udtcdp,ug,ugamma,ugap,uhall,ujump,umoment,upenet,uthc,utp,uye,ye300
175,,,90.0,,,,,,,,Yb1.5Ba1.5Cu3Oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
176,,,,,,,,,,,La1.85Sr0.15Cu0.95Zn0.05O4,,,,,,,,3.781,,13.135,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,
177,,,,,,11.0,,,,,La1.85Sr0.15Cu0.925Zn0.075O4,,,,,,,,3.793,,13.200999999999999,0.56,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,
178,,,,,,8.0,,,,,La1.85Sr0.15Cu0.9Zn0.1O4,,,,,,,,3.785,,13.194,0.5,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,
179,,,,,,9.0,,,,,La1.85Sr0.15Cu0.8Zn0.2O4,,,,,,,,3.7939999999999996,,13.164000000000001,0.46,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,
180,,,91.6,,,-21.0,,,,,Y1Ba2Cu3O7,,,,,,,,3.824,3.887,11.657,0.29,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
181,,,,,,,,,,,La1.85Sr0.15Cu0.8Ni0.2O4,,,,,,,,3.787,,13.114,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,
182,,,,,,14.0,,,,,La1.85Sr0.15Cu0.7Ni0.3O4,,,,,,,,3.7969999999999997,,13.046,1.72,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,
183,,,63.9,,,14.0,,,,,Y1Ba2Cu2.75Ni0.25O7,,,,,,,,3.819,3.886,11.657,0.62,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
184,,,92.0,,,,,,,,Y1Ba2Cu3O7,,,,,,,,3.8510000000000004,3.8510000000000004,11.672,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
185,,,88.0,,,,,,,,Y1Ba2Cu2.95Al0.05O7,,,,,,,,3.835,3.884,11.687999999999999,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
186,,,75.0,,,,,,,,Y1Ba2Cu2.9Al0.1O7,,,,,,,,3.844,3.895,11.657,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
187,,,39.3,,,,,,,,La1.85Sr0.15Cu1O4,,,,,,,,3.7769999999999997,,13.225999999999999,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,
188,,,22.6,,,,,,,,La1.85Sr0.15Cu0.975Ni0.025O4,,,,,,,,3.775,,13.222000000000001,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,
189,,,4.2,,,,,,,,La1.85Sr0.15Cu0.95Ni0.05O4,,,,,,,,3.7760000000000002,,13.208,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,
190,,,,,,1.0,,,,,La1.85Sr0.15Cu0.925Ni0.075O4,,,,,,,,3.779,,13.187000000000001,0.74,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,
191,,,,,,2.0,,,,,La1.85Sr0.15Cu0.9Ni0.1O4,,,,,,,,3.792,,13.167,0.83,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,
192,,,,,,9.0,,,,,La1.85Sr0.15Cu0.875Ni0.125O4,,,,,,,,3.783,,13.158,1.14,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,
193,,,82.0,,,,,,,,Y1Ba2Cu2.89Al0.11O7,,,,,,,,3.847,3.8510000000000004,11.659,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
194,,,51.0,,,,,,,,Y1Ba2Cu2.88Al0.12O7,,,,,,,,3.855,3.859,11.684000000000001,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
195,,,45.0,,,,,,,,Y1Ba2Cu2.87Al0.13O7,,,,,,,,3.843,3.859,11.667,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
196,,,45.0,,,,,,,,Y1Ba2Cu2.865Al0.135O7,,,,,,,,3.8560000000000003,3.86,11.674000000000001,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
197,,,20.0,,,,,,,,Y1Ba2Cu2.82Al0.18O7,,,,,,,,3.8539999999999996,3.8560000000000003,11.668,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
198,,,,,,,,,,,Y1Ba2Cu0.78Al0.22O7,,,,,,,,3.8539999999999996,3.861,11.672,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
199,,,92.4,,,,,,,,Y1Ba2Cu3O7-Z,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
200,,,91.6,,,,,,,,Y1Ba2Cu3O6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
201,,,86.0,,,-10.8,,,,,Er1Ba2Cu3O7-Z,,,,,,,,,,,9.67,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
202,,,92.5,,,,,,,,Y1Ba2Cu3H0.14O7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
203,,,93.6,,,,,,,,Y1Ba2Cu3H0.48O7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
204,,,93.2,,,,,,,,Y1Ba2Cu3H1O7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
207,,,90.0,,,,,,,,Y1Ba2Cu3O9-Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
208,,,94.9,,,,,,,,Eu1Ba2Cu3O7.1,,,,,,,,3.845,3.9010000000000002,11.704,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
209,,,93.8,,,-2.0,,,,,Gd1Ba2Cu3O7.08,,,,,,,,3.84,3.8989999999999996,11.703,7.75,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
210,,,92.7,,,-7.0,,,,,Dy1Ba2Cu3O6.82,,,,,,,,3.8280000000000003,3.889,11.668,10.45,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
211,,,92.9,,,-16.0,,,,,Ho1Ba2Cu3O6.71,,,,,,,,3.822,3.888,11.67,10.48,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
212,,,,,,-16.0,,,,,Er1Ba2Cu3O6.16,,,,,,,,3.8539999999999996,,11.796,9.63,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
213,,,,,,-38.0,,,,,Tm1Ba2Cu3O6.07,,,,,,,,3.8489999999999998,,11.788,7.69,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
214,,,,,,,,,,,Yb1Ba2Cu3O6.01,,,,,,,,3.841,,11.828,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
215,,,,,,,,,,,Eu1Ba2Cu3O6.59,,,,,,,,3.883,,11.814,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
216,,,,,,-3.0,,,,,Gd1Ba2Cu3O6.52,,,,,,,,3.877,,11.81,7.85,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
217,,,,,,-8.0,,,,,Dy1Ba2Cu3O6.28,,,,,,,,3.866,,11.783,10.69,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
218,,,,,,-19.0,,,,,Ho1Ba2Cu3O6.13,,,,,,,,3.86,,11.790999999999999,10.6,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
219,,,,,,,,,,,Y1Ba2Cu3O6.19,,,,,,,,3.859,,11.8,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
220,,,,,,,,,,,La1Ba2Cu3O7-X,,,,,,,,3.9010000000000002,,11.857999999999999,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
221,,,,,,,,,,,Sm1Ba2Cu3O6.64,,,,,,,,3.884,,11.822000000000001,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
222,,,92.4,,,-15.0,,,,,Er1Ba2Cu3O6.82,,,,,,,,3.815,3.885,11.659,9.93,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
223,,,92.5,,,-35.0,,,,,Tm1Ba2Cu3O6.65,,,,,,,,3.81,3.8819999999999997,11.655999999999999,7.53,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
224,,,87.0,,,,,,,,Yb1Ba2Cu3O6.71,,,,,,,,3.799,3.873,11.65,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
225,,,89.5,,,,,,,,Lu1Ba2Cu3O7-X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
226,,,93.4,,,,,,,,Y1Ba2Cu3O6.72,,,,,,,,3.824,3.887,11.657,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
227,,,,,,,,,,,La1Ba2Cu3O7-X,,,,,,,,3.8560000000000003,3.906,11.783,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
228,,,95.3,,,,,,,,Nd1Ba2Cu3O7.16,,,,,,,,3.855,3.9139999999999997,11.735999999999999,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
229,,,93.5,,,,,,,,Sm1Ba2Cu3O7.11,,,,,,,,3.855,3.8989999999999996,11.720999999999998,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
230,,,37.1,,,,,,,,La1.85Sr0.15Cu1O4,,0.134,,,,,,,,,,,,,,,,,,,1.84,,,,,,,,T,,,,,,,,,,,,,,,,,,,,
231,,,88.8,,,,,,,,Y1Ba2Cu3O7-X,,,,,,,,,,,,,,,0.46,,,,,,2.3,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
232,,,33.0,,,,,,,,La1.85Sr0.15Cu1O4-Z,,7.0,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,T,,,,,,,,,,,,,,,,,,,,
233,,,65.0,,,,,,,,Y1Ba2.01Cu2.81Ni0.19O6.7,,,,,,,,3.819,3.888,11.661,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
234,,,30.0,,,,,,,,Y1Ba2.02Cu2.18Zn0.82O7,,,,,,,,3.8289999999999997,3.887,11.67,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
235,,,86.0,,,,,,,,Y1Ba1.99Cu2.847Ag0.153O6.7,,,,,,,,3.827,3.8930000000000002,11.683,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
236,,,81.0,,,,,,,,Y1Ba2Cu2.902Pt0.098O6.4,,,,,,,,3.82,3.886,11.675,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
237,,,36.0,,,,,,,,Y1Ba2.01Cu2.7Co0.3O6.8,,,,,,,,3.8710000000000004,,11.664000000000001,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
238,,,,,,,,,,,Y1Ba2Cu2.55Co0.45Oz,,,,,,,,3.878,,11.64,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
239,,,71.0,,,,,,,,Y1.01Ba2.01Cu2.906Ni0.094O6.7,,,,,,,,3.819,3.886,11.662,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
240,,,63.0,,,,,,,,Y1Ba2Cu2.697Mn0.303O6.9,,,,,,,,3.8280000000000003,3.889,11.673,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
241,,,57.0,,,,,,,,Y1Ba2Cu2.844Fe0.156O7,,,,,,,,3.863,,11.665,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
242,,,36.0,,,,,,,,Y1.01Ba2.01Cu2.697Fe0.303O,,,,,,,,3.8689999999999998,,11.61,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
243,,,88.0,,,,,,,,Y1Ba2Cu3O6.9,,,,,,,,3.823,3.888,11.665,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
244,,,,,,,,,,,Y1Ba2Cu3O6.2,,,,,,,,3.863,,11.767999999999999,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
245,,,62.0,,,,,,,,Y0.99Ba1.99Cu2.847Li0.153O6.4,,,,,,,,3.826,3.889,11.667,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
246,,,33.0,,,,,,,,Y1.01Ba2.03Cu2.808Li0.192O6.6,,,,,,,,3.8289999999999997,3.884,11.68,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
247,,,50.0,,,,,,,,Y1Ba2Cu2.85Fe0.15O7-Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
248,,,57.0,,,,,,,,Y1Ba2Cu2.85Fe0.15O7-Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
249,,,4.0,,,,,,,,Y1Ba2Cu2.7Fe0.3O7-Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
250,,,91.0,,,,,,,,Y1Ba2Cu3O7-Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
251,,,74.0,,,,,,,,Y1Ba2Cu2.955Fe0.045O7-Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
252,,,59.0,,,,,,,,Y1Ba2Cu2.955Fe0.045O7-Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
253,,,61.0,,,,,,,,Y1Ba2Cu2.895Fe0.105O7-Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
254,,,90.5,,,,,,,,Y1Ba2Cu3F0.825O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
255,,,90.3,,,,,,,,Y1Ba2Cu3F1.65O5.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
256,,,93.4,,,,,,,,Y1Ba2Cu3F0.066Oz,,,,,,,,3.826,3.885,11.68,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
257,,,92.2,,,,,,,,Y1Ba2Cu3F0.066Oz,,,,,,,,3.827,3.892,11.73,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
258,,,91.6,,,,,,,,Y1Ba2Cu3F0.165Oz,,,,,,,,3.821,3.867,11.77,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
259,,,90.8,,,,,,,,Y1Ba2Cu3F0.016Oz,,,,,,,,3.818,3.884,11.69,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
260,,,92.1,,,,,,,,Y1Ba2Cu3F0.033Oz,,,,,,,,3.827,3.8930000000000002,11.7,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
261,,,92.5,,,,,,,,Y1Ba2Cu3F0.05Oz,,,,,,,,3.822,3.88,11.7,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
262,,,90.0,,,,,247.0,,,Y1Ba2Cu3Oz,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
263,,,,,,,,248.0,,,Y1Ba2Cu3Oz,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
264,,,,,,,,400.0,,,La1.8Sr0.2Cu1O4,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,
265,,,86.0,,,,,,,,Y1Ba2Cu3Oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
266,,,87.0,,,,,,,,Gd1Ba2Cu3Oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
267,,,90.0,,,,,,,,Er1Ba2Cu3OX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
268,,,92.0,,,,,,,,Dy1Ba2Cu3OX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
269,,,90.0,,,,,,,,Ho1Ba2Cu3OX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
270,,,93.0,,,,,,,,Y1Ba2Cu3O7,,,,,,,,,,,,,,,,,,,,,2.7,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
271,,,92.0,,,,,,,,Y1Ba2Cu3OX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
272,,,34.0,,,,,,,,La1.85Sr0.15Cu1O4-X,,,,,,,,3.7760000000000002,,13.22,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,
273,,,30.5,,,,,,,,La1.85Sr0.15Cu0.995Ni0.005O4-X,,,,,,,,3.7760000000000002,,13.205,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,
274,,,30.5,,,,,,,,La1.85Sr0.15Cu0.99Ni0.01O4-X,,,,,,,,3.7769999999999997,,13.22,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,
275,,,23.0,,,,,,,,La1.85Sr0.15Cu0.98Ni0.02O4-X,,,,,,,,3.785,,13.225,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,
276,,,24.0,,,,,,,,La1.85Sr0.15Cu0.97Ni0.03OX,,,,,,,,3.78,,13.22,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,
277,,,,,,,,,,,La1.85Sr0.15Cu0.95Ni0.05OX,,,,,,,,3.782,,13.2,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,
278,,,110.0,,,,,,,,Tl2Ca2Ba1Cu3OX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,,110.0,,,,,,,,Tl2Ca2Ba2Cu3OX,,,,,,,,5.4,,36.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,,,,,,,,,,,Tl1Ca4Cu5OX,,,,,,,,5.4,17.4,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,,,,,,,,,,,Tl2Ca1Ba2Cu2Oz,,,,,,,,5.44,,29.3,,,,,,,,,,,,,,,,,,,Tl2212,,,,,,,,,,,,,,,,,,,,
282,,,93.5,,,,,,,,Y1Ba2Cu3Oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
283,,,94.0,,,,,,,,Y1Ba2Cu2.85Ti0.15Oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
284,,,92.5,,,,,,,,Y1Ba2Cu2.7Ti0.3Oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
285,,,92.5,,,,,,,,Y1Ba2Cu2.55Ti0.45Oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
286,,,93.5,,,,,,,,Y1Ba2Cu2.4Ti0.6Oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
287,,,88.0,,,,,,,,Y1Ba2Cu2.25Ti0.75Oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
288,,,83.5,,,,,,,,Y1Ba2Cu2.1Ti0.9Oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
289,,,110.0,,,,,,,,Bi1Sr1Ca1Cu2Oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,,,75.0,,,,,,,,Bi2Sr1.8Ca1.2Cu2Oz,,,,,,,,5.4,27.0,30.73,,,,,,,,,,,,,,,,,,,Bi2212,,,,,,,,,,,,,,,,,,,,
291,,,104.0,,,,,,,,Bi2Sr3Ca4Cu8Oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,,108.0,106.0,,,,,,,,Bi1Sr1Ca1Cu2Oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,,,15.0,,,,,,,,La1.85Sr0.15Cu0.925Zn0.025O4,,,,,,,,3.7769999999999997,,13.220999999999998,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,
294,,,,,,,,,,,Nd1Ba2Cu3O6.47,,,,,,,,3.8930000000000002,,11.882,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
295,,,91.5,,,,,,,,Y1Ba2Cu3O7-Z,,48.0,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
296,,,54.0,,,,,,,,Y1Ba2Cu2.841Co0.159O6.8,,,,,,,,3.862,,11.664000000000001,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
297,,,62.0,,,,,,,,Y1Ba2.01Cu2.806Cr0.194O7.3,,,,,,,,3.8310000000000004,3.8939999999999997,11.686,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
298,,,91.0,,,,,,,,Y1Ba2Cu3O6.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
299,,,91.8,,,,,,,,Y1Ba2Cu2.98Fe0.02O6.93,,,,,,,,3.819,3.884,11.667,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
300,,,91.8,,,,,,,,Y1Ba2Cu2.95Fe0.05O6.92,,,,,,,,3.83,3.878,11.665999999999999,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
301,,,76.0,,,13.0,,,,,Y1Ba2Cu2.9Fe0.1O6.92,,,,,,,,3.86,,11.683,4.23,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
302,,,49.0,,,5.0,,,,,Y1Ba2Cu2.8Fe0.2O6.93,,,,,,,,3.864,,11.684000000000001,3.77,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
303,,,,,,9.0,,,,,Y1Ba2Cu2.7Fe0.3O6.96,,,,,,,,3.867,,11.681,3.51,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
304,,,31.0,,,11.0,,,,,Y1Ba2Cu2.6Fe0.4O7,,,,,,,,3.8710000000000004,,11.674000000000001,3.48,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
305,,,,,,16.0,,,,,Y1Ba2Cu2.5Fe0.5O7.2,,,,,,,,3.8739999999999997,,11.667,3.53,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
306,,,,,,12.0,,,,,Y1Ba2Cu2.2Fe0.8O7.25,,,,,,,,3.873,,11.647,3.23,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
307,,,91.0,,,,,,,,Y1Ba2Cu2.95Al0.05O6.93,,,,,,,,3.835,3.883,11.682,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
308,,,92.0,,,,,,,,Y1Ba2Cu2.9Al0.1O6.93,,,,,,,,3.86,3.866,11.675,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
309,,,85.0,,,,,,,,Y1Ba2Cu2.8Al0.2O6.91,,,,,,,,3.862,,11.673,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
310,,,73.0,,,,,,,,Y1Ba2Cu2.7Al0.3O6.99,,,,,,,,3.863,,11.672,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
311,,,42.0,,,,,,,,Y1Ba2Cu2.6Al0.4O7,,,,,,,,3.863,,11.671,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
312,,,55.0,,,,,,,,Y1Ba2Cu2.9Ni0.1O6.87,,,,,,,,3.8289999999999997,3.886,11.637,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
313,,,45.0,,,,,,,,Y1Ba2Cu2.8Ni0.2O6.82,,,,,,,,3.835,3.8560000000000003,11.657,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
314,,,93.4,,,,,,,,Y1Ba2Cu2.98Co0.02O6.9,,,,,,,,3.82,3.883,11.667,,,,,,,,,,,,,,4.979999999999999e-10,,,,,Y123,,,,,,,,,,,,,,,,,,,,
315,,,94.3,,,,,,,,Y1Ba2Cu2.95Co0.05O6.92,,,,,,,,3.8289999999999997,3.88,11.67,,,,,,,,,,,,,,1.26e-09,,,,,Y123,,,,,,,,,,,,,,,,,,,,
316,,,73.0,,,,,,,,Y1Ba2Cu2.9Co0.1O6.82,,,,,,,,3.861,,11.687000000000001,4.05,,,,,,,,,,,,,2.63e-09,,,,,Y123,,,,,,,,,,,,,,,,,,,,
317,,,53.0,,,15.0,,,,,Y1Ba2Cu2.8Co0.2O6.83,,,,,,,,3.8680000000000003,,11.684000000000001,3.74,,,,,,,,,,,,,5.06e-09,,,,,Y123,,,,,,,,,,,,,,,,,,,,
318,,,22.0,,,20.0,,,,,Y1Ba2Cu2.7Co0.3O6.88,,,,,,,,3.872,,11.68,3.37,,,,,,,,,,,,,1.08e-08,,,,,Y123,,,,,,,,,,,,,,,,,,,,
319,,,,,,52.0,,,,,Y1Ba2Cu2.6Co0.4O6.95,,,,,,,,3.877,,11.674000000000001,3.52,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
