,fit num,MSE,R2,unc. Tc,epsilon,penalty,data set,par0,par1,par2,par3,par4,par5,par6,par7,par8,par9,par10,par11,par12,par13,par14,par15,par16,par17,par18,par19,par20,par21,par22,par23,par24,par25,par26,par27,par28,par29,par30,par31,par32,par33,par34,par35,par36,par37,par38,par39,par40,par41,par42,par43,par44,par45,par46,par47,par48,par49,par50,par51,par52,par53,par54,par55,par56,par57,par58,par59,par60,par61,par62,par63,par64,par65,par66,par67,par68,par69,par70,par71,par72,par73,par74,par75,par76,par77,par78,par79,par80,par81
691,230,0.009519257341596029,0.7197255892283192,18.049836080034748,0.001,0.004,test,0.19286777363133403,-0.03684033346928484,0.08602176075869739,-0.0710405211659171,-0.06925328414305644,0.06876529004918847,-0.06993072221786473,0.04543601917041599,0.08824754852424029,0.00038818824092283206,-0.07255686540449373,-0.00286201103992619,-0.05799671404821199,0.0062492334622855205,0.04884227985677975,0.008452999773073039,-0.18267906683195265,0.06963384881747085,0.10968533964603513,0.018022018754530477,-0.07500411836719534,-0.033396157310877014,-0.02290921142000395,0.4563485107321996,-0.004169764441920304,-0.510278477738567,0.09713370456364323,0.057446017402978576,0.056630280020281795,-0.012095182483903373,-0.044652269745617645,-0.04102350837722762,-0.07684684594622503,0.002534705665749971,0.05199777640272773,0.02081531650988007,0.044475690595103166,-0.044679471914074696,-0.03497691935330612,-0.0019742969303050157,0.054358038574351654,-0.010543890860278736,-0.007698740604560629,0.08948147528863938,0.020347837015503,-0.09325404725090713,0.010598862649540767,-0.03951933751991274,-0.13146930350587302,-0.025372414686841063,0.15523315851028344,-0.05938178131660522,0.059436037930255196,-0.10612903083951993,-0.05366310894542611,0.09447584438838111,-0.044143521944838116,0.047329909167197357,-0.04830274942785551,0.02691778852106566,0.00013907888385550913,0.016719296105050442,-0.016941672184302703,0.13581181205333143,0.002339764099139768,-0.09757294896998032,0.01817131667949099,0.007948591746685605,-0.11911572068009013,-0.033186908433219614,0.11638399873269614,0.0019103691482956684,0.01125766160507168,0.026924670033595225,0.018803021550327245,-0.0628364807842323,0.16169773124005965,-0.1211732968231372,0.04255262049873529,-0.0003334595348899388,-0.007222694090106865,-0.042652610192599215
692,230,0.009335605669322703,0.7284543777704453,17.874873538925232,0.001,0.004,eval,0.19286777363133403,-0.03684033346928484,0.08602176075869739,-0.0710405211659171,-0.06925328414305644,0.06876529004918847,-0.06993072221786473,0.04543601917041599,0.08824754852424029,0.00038818824092283206,-0.07255686540449373,-0.00286201103992619,-0.05799671404821199,0.0062492334622855205,0.04884227985677975,0.008452999773073039,-0.18267906683195265,0.06963384881747085,0.10968533964603513,0.018022018754530477,-0.07500411836719534,-0.033396157310877014,-0.02290921142000395,0.4563485107321996,-0.004169764441920304,-0.510278477738567,0.09713370456364323,0.057446017402978576,0.056630280020281795,-0.012095182483903373,-0.044652269745617645,-0.04102350837722762,-0.07684684594622503,0.002534705665749971,0.05199777640272773,0.02081531650988007,0.044475690595103166,-0.044679471914074696,-0.03497691935330612,-0.0019742969303050157,0.054358038574351654,-0.010543890860278736,-0.007698740604560629,0.08948147528863938,0.020347837015503,-0.09325404725090713,0.010598862649540767,-0.03951933751991274,-0.13146930350587302,-0.025372414686841063,0.15523315851028344,-0.05938178131660522,0.059436037930255196,-0.10612903083951993,-0.05366310894542611,0.09447584438838111,-0.044143521944838116,0.047329909167197357,-0.04830274942785551,0.02691778852106566,0.00013907888385550913,0.016719296105050442,-0.016941672184302703,0.13581181205333143,0.002339764099139768,-0.09757294896998032,0.01817131667949099,0.007948591746685605,-0.11911572068009013,-0.033186908433219614,0.11638399873269614,0.0019103691482956684,0.01125766160507168,0.026924670033595225,0.018803021550327245,-0.0628364807842323,0.16169773124005965,-0.1211732968231372,0.04255262049873529,-0.0003334595348899388,-0.007222694090106865,-0.042652610192599215
693,231,0.009394788141514728,0.7280814512031686,17.93144233304565,0.001,0.0004,train,0.19304037378088895,-0.036562172386824465,0.09408191011521932,-0.08048490541702706,-0.07790698652419266,0.0791241658348773,-0.07426935126613635,0.04816539956164417,0.08906616656794328,0.0014865531370378982,-0.07656066940700604,-0.00035959659948443725,-0.05969433108598587,-0.004224474088550169,0.05085018247503129,0.016971654698560625,-0.20123160821740024,0.06971153169941893,0.10926014485656657,0.015952138548678534,-0.07651909171838633,-0.02832986818274394,-0.019137946799636315,0.46370088302671514,-0.008431165736954554,-0.5190337256385571,0.11327188065684722,0.05730733398145892,0.05552776421672739,-0.012626173906167494,-0.045474592312952665,-0.04103581085366997,-0.07708676382859604,0.0012145507106475872,0.0532665601945714,0.02118870570290574,0.04735696092469508,-0.04746947073374142,-0.036541753445625526,-0.002253639011204506,0.057642786874144085,-0.011681029370374001,-0.005078625246667651,0.08766287846425433,0.017098386123380736,-0.09119874862729888,0.01352549986541207,-0.040618077348350906,-0.13095506267600857,-0.025659351459702186,0.15525258156528624,-0.059918023061578576,0.05921783171493727,-0.10886368725072654,-0.05362470715661115,0.09615727996875079,-0.04387412705783988,0.04704717690234932,-0.0502475241813222,0.027944873807033303,0.002614985217344654,0.016365617447460474,-0.017167651043040657,0.13653795956838527,0.0015661173804139884,-0.09694084341920933,0.01873621526518783,0.007742366231988909,-0.11946537652429633,-0.03398517272762223,0.11819300531649973,-6.423544840332125e-05,0.004426166639058662,0.030422564459467904,0.025076206634392213,-0.06570127130060191,0.1624540531552796,-0.11944610870364879,0.04201574638831844,0.0003884388617861065,-0.005817332008993594,-0.04319736658677567
694,231,0.009531896362540206,0.7193534599727752,18.06181477614967,0.001,0.0004,test,0.19304037378088895,-0.036562172386824465,0.09408191011521932,-0.08048490541702706,-0.07790698652419266,0.0791241658348773,-0.07426935126613635,0.04816539956164417,0.08906616656794328,0.0014865531370378982,-0.07656066940700604,-0.00035959659948443725,-0.05969433108598587,-0.004224474088550169,0.05085018247503129,0.016971654698560625,-0.20123160821740024,0.06971153169941893,0.10926014485656657,0.015952138548678534,-0.07651909171838633,-0.02832986818274394,-0.019137946799636315,0.46370088302671514,-0.008431165736954554,-0.5190337256385571,0.11327188065684722,0.05730733398145892,0.05552776421672739,-0.012626173906167494,-0.045474592312952665,-0.04103581085366997,-0.07708676382859604,0.0012145507106475872,0.0532665601945714,0.02118870570290574,0.04735696092469508,-0.04746947073374142,-0.036541753445625526,-0.002253639011204506,0.057642786874144085,-0.011681029370374001,-0.005078625246667651,0.08766287846425433,0.017098386123380736,-0.09119874862729888,0.01352549986541207,-0.040618077348350906,-0.13095506267600857,-0.025659351459702186,0.15525258156528624,-0.059918023061578576,0.05921783171493727,-0.10886368725072654,-0.05362470715661115,0.09615727996875079,-0.04387412705783988,0.04704717690234932,-0.0502475241813222,0.027944873807033303,0.002614985217344654,0.016365617447460474,-0.017167651043040657,0.13653795956838527,0.0015661173804139884,-0.09694084341920933,0.01873621526518783,0.007742366231988909,-0.11946537652429633,-0.03398517272762223,0.11819300531649973,-6.423544840332125e-05,0.004426166639058662,0.030422564459467904,0.025076206634392213,-0.06570127130060191,0.1624540531552796,-0.11944610870364879,0.04201574638831844,0.0003884388617861065,-0.005817332008993594,-0.04319736658677567
695,231,0.009352162612217517,0.7279727844470077,17.890717297055044,0.001,0.0004,eval,0.19304037378088895,-0.036562172386824465,0.09408191011521932,-0.08048490541702706,-0.07790698652419266,0.0791241658348773,-0.07426935126613635,0.04816539956164417,0.08906616656794328,0.0014865531370378982,-0.07656066940700604,-0.00035959659948443725,-0.05969433108598587,-0.004224474088550169,0.05085018247503129,0.016971654698560625,-0.20123160821740024,0.06971153169941893,0.10926014485656657,0.015952138548678534,-0.07651909171838633,-0.02832986818274394,-0.019137946799636315,0.46370088302671514,-0.008431165736954554,-0.5190337256385571,0.11327188065684722,0.05730733398145892,0.05552776421672739,-0.012626173906167494,-0.045474592312952665,-0.04103581085366997,-0.07708676382859604,0.0012145507106475872,0.0532665601945714,0.02118870570290574,0.04735696092469508,-0.04746947073374142,-0.036541753445625526,-0.002253639011204506,0.057642786874144085,-0.011681029370374001,-0.005078625246667651,0.08766287846425433,0.017098386123380736,-0.09119874862729888,0.01352549986541207,-0.040618077348350906,-0.13095506267600857,-0.025659351459702186,0.15525258156528624,-0.059918023061578576,0.05921783171493727,-0.10886368725072654,-0.05362470715661115,0.09615727996875079,-0.04387412705783988,0.04704717690234932,-0.0502475241813222,0.027944873807033303,0.002614985217344654,0.016365617447460474,-0.017167651043040657,0.13653795956838527,0.0015661173804139884,-0.09694084341920933,0.01873621526518783,0.007742366231988909,-0.11946537652429633,-0.03398517272762223,0.11819300531649973,-6.423544840332125e-05,0.004426166639058662,0.030422564459467904,0.025076206634392213,-0.06570127130060191,0.1624540531552796,-0.11944610870364879,0.04201574638831844,0.0003884388617861065,-0.005817332008993594,-0.04319736658677567
696,232,0.009396529880416452,0.7280310390908988,17.933104448400815,0.001,4e-05,train,0.19291220314417593,-0.037345604198159084,0.09490560944421285,-0.07998703627131874,-0.07890455322220466,0.0788702534404882,-0.07356030740151062,0.04767108389999736,0.08954730058027853,0.0012386792685609301,-0.07703999603228757,-0.0004597434204205053,-0.05768976984393202,-0.007196551246996526,0.04922222429399269,0.01951576990008776,-0.20124310424884295,0.07123663229974435,0.10997454569578535,0.016073653469792264,-0.07803111008556904,-0.0270484253408798,-0.020334203617362816,0.4650374763558252,-0.006872995313850195,-0.5215579303558262,0.11380824102562179,0.057740044968496024,0.05482232823729866,-0.012409241613961654,-0.044923953773591076,-0.041153190459261475,-0.0771210818807662,0.0008194174493167436,0.05307541205117898,0.021841796364112195,0.04775323798650335,-0.0475187953533473,-0.03741541978718685,-0.002291760020314731,0.05864575396857826,-0.011667399721626087,-0.005074181416868662,0.08714505069564858,0.016905627855363477,-0.09040851401963684,0.013752691264986471,-0.04095761001735999,-0.13116436231997242,-0.025908072990488872,0.15555263174343287,-0.05979897606625073,0.05971425509738924,-0.10908542676119373,-0.054077510725718085,0.09658248659246506,-0.044482370164305784,0.04735701795879141,-0.05048484575354135,0.027850419666886016,0.0025347846657211136,0.016413461015719426,-0.01712988972075949,0.13729499682821691,0.0016324209977570078,-0.09748329490723713,0.01879644736828374,0.007778672905808321,-0.12050279810079156,-0.03413817958156686,0.1191727477229809,-0.0002635631554508957,0.004745136419150889,0.02697311225118704,0.02527976125140331,-0.06297271733856603,0.1615864742192839,-0.12097354309289376,0.041893292139797915,0.00034548062899172156,-0.005784873376444476,-0.043067204881019026
697,232,0.009533615658606874,0.7193028389343123,18.06344363392042,0.001,4e-05,test,0.19291220314417593,-0.037345604198159084,0.09490560944421285,-0.07998703627131874,-0.07890455322220466,0.0788702534404882,-0.07356030740151062,0.04767108389999736,0.08954730058027853,0.0012386792685609301,-0.07703999603228757,-0.0004597434204205053,-0.05768976984393202,-0.007196551246996526,0.04922222429399269,0.01951576990008776,-0.20124310424884295,0.07123663229974435,0.10997454569578535,0.016073653469792264,-0.07803111008556904,-0.0270484253408798,-0.020334203617362816,0.4650374763558252,-0.006872995313850195,-0.5215579303558262,0.11380824102562179,0.057740044968496024,0.05482232823729866,-0.012409241613961654,-0.044923953773591076,-0.041153190459261475,-0.0771210818807662,0.0008194174493167436,0.05307541205117898,0.021841796364112195,0.04775323798650335,-0.0475187953533473,-0.03741541978718685,-0.002291760020314731,0.05864575396857826,-0.011667399721626087,-0.005074181416868662,0.08714505069564858,0.016905627855363477,-0.09040851401963684,0.013752691264986471,-0.04095761001735999,-0.13116436231997242,-0.025908072990488872,0.15555263174343287,-0.05979897606625073,0.05971425509738924,-0.10908542676119373,-0.054077510725718085,0.09658248659246506,-0.044482370164305784,0.04735701795879141,-0.05048484575354135,0.027850419666886016,0.0025347846657211136,0.016413461015719426,-0.01712988972075949,0.13729499682821691,0.0016324209977570078,-0.09748329490723713,0.01879644736828374,0.007778672905808321,-0.12050279810079156,-0.03413817958156686,0.1191727477229809,-0.0002635631554508957,0.004745136419150889,0.02697311225118704,0.02527976125140331,-0.06297271733856603,0.1615864742192839,-0.12097354309289376,0.041893292139797915,0.00034548062899172156,-0.005784873376444476,-0.043067204881019026
698,232,0.009355133674011265,0.7278863648988774,17.893558896793994,0.001,4e-05,eval,0.19291220314417593,-0.037345604198159084,0.09490560944421285,-0.07998703627131874,-0.07890455322220466,0.0788702534404882,-0.07356030740151062,0.04767108389999736,0.08954730058027853,0.0012386792685609301,-0.07703999603228757,-0.0004597434204205053,-0.05768976984393202,-0.007196551246996526,0.04922222429399269,0.01951576990008776,-0.20124310424884295,0.07123663229974435,0.10997454569578535,0.016073653469792264,-0.07803111008556904,-0.0270484253408798,-0.020334203617362816,0.4650374763558252,-0.006872995313850195,-0.5215579303558262,0.11380824102562179,0.057740044968496024,0.05482232823729866,-0.012409241613961654,-0.044923953773591076,-0.041153190459261475,-0.0771210818807662,0.0008194174493167436,0.05307541205117898,0.021841796364112195,0.04775323798650335,-0.0475187953533473,-0.03741541978718685,-0.002291760020314731,0.05864575396857826,-0.011667399721626087,-0.005074181416868662,0.08714505069564858,0.016905627855363477,-0.09040851401963684,0.013752691264986471,-0.04095761001735999,-0.13116436231997242,-0.025908072990488872,0.15555263174343287,-0.05979897606625073,0.05971425509738924,-0.10908542676119373,-0.054077510725718085,0.09658248659246506,-0.044482370164305784,0.04735701795879141,-0.05048484575354135,0.027850419666886016,0.0025347846657211136,0.016413461015719426,-0.01712988972075949,0.13729499682821691,0.0016324209977570078,-0.09748329490723713,0.01879644736828374,0.007778672905808321,-0.12050279810079156,-0.03413817958156686,0.1191727477229809,-0.0002635631554508957,0.004745136419150889,0.02697311225118704,0.02527976125140331,-0.06297271733856603,0.1615864742192839,-0.12097354309289376,0.041893292139797915,0.00034548062899172156,-0.005784873376444476,-0.043067204881019026
699,233,0.009394486296815108,0.7280901876612393,17.93115427150458,0.001,4e-06,train,0.1929530458476266,-0.03760986860719584,0.09456863365995619,-0.07951786851744067,-0.07860752064439536,0.07849475563804462,-0.07350629163993298,0.04754594519889393,0.09012969959684557,0.001181493338858143,-0.07735670568206346,-0.0006494041566399327,-0.0576221898189753,-0.0073991110516384425,0.049346545456899725,0.01961501157953287,-0.20072483673223868,0.07082822064072679,0.10992804302514386,0.016131826338929352,-0.07815172537945171,-0.02681444162894576,-0.02025858557337617,0.4653796086967058,-0.007071457516963961,-0.5218254518515786,0.11361862432455029,0.05806866770240275,0.05480453388276876,-0.012404391567621763,-0.04458277511716116,-0.04148881867551528,-0.07751623136064961,0.0012420505257510809,0.05370313109854579,0.02127062946205241,0.04750504115960624,-0.04735976388196007,-0.03753624711224233,-0.0022290845676849686,0.058789580554678006,-0.011718460257173739,-0.0051720121539784135,0.0873901687657324,0.016968020868281364,-0.09051467020408012,0.013806657003305689,-0.04094057451505622,-0.13138396708957356,-0.025997316196370895,0.15575093131897733,-0.05982862106749472,0.05956471824978565,-0.1087989924907574,-0.05394864150133409,0.09643690356951165,-0.04427503047968747,0.0471806122214428,-0.0503968816545886,0.027708418107659644,0.002639460022386011,0.01630242048411185,-0.017133213630587733,0.13725777138569747,0.001559717340317315,-0.09740813457763546,0.018930048587969085,0.007669539795682758,-0.12026948089332246,-0.03425816492313686,0.11910409869643239,-0.00030661121065546885,0.004935067120385266,0.02653951004469348,0.02515859270561892,-0.06243697876564871,0.1612182887268559,-0.1205477294069522,0.04192693996346525,0.0004861663247112068,-0.005811816877400767,-0.04297596915027283
700,233,0.009531030531914468,0.7193789525253713,18.06099443427113,0.001,4e-06,test,0.1929530458476266,-0.03760986860719584,0.09456863365995619,-0.07951786851744067,-0.07860752064439536,0.07849475563804462,-0.07350629163993298,0.04754594519889393,0.09012969959684557,0.001181493338858143,-0.07735670568206346,-0.0006494041566399327,-0.0576221898189753,-0.0073991110516384425,0.049346545456899725,0.01961501157953287,-0.20072483673223868,0.07082822064072679,0.10992804302514386,0.016131826338929352,-0.07815172537945171,-0.02681444162894576,-0.02025858557337617,0.4653796086967058,-0.007071457516963961,-0.5218254518515786,0.11361862432455029,0.05806866770240275,0.05480453388276876,-0.012404391567621763,-0.04458277511716116,-0.04148881867551528,-0.07751623136064961,0.0012420505257510809,0.05370313109854579,0.02127062946205241,0.04750504115960624,-0.04735976388196007,-0.03753624711224233,-0.0022290845676849686,0.058789580554678006,-0.011718460257173739,-0.0051720121539784135,0.0873901687657324,0.016968020868281364,-0.09051467020408012,0.013806657003305689,-0.04094057451505622,-0.13138396708957356,-0.025997316196370895,0.15575093131897733,-0.05982862106749472,0.05956471824978565,-0.1087989924907574,-0.05394864150133409,0.09643690356951165,-0.04427503047968747,0.0471806122214428,-0.0503968816545886,0.027708418107659644,0.002639460022386011,0.01630242048411185,-0.017133213630587733,0.13725777138569747,0.001559717340317315,-0.09740813457763546,0.018930048587969085,0.007669539795682758,-0.12026948089332246,-0.03425816492313686,0.11910409869643239,-0.00030661121065546885,0.004935067120385266,0.02653951004469348,0.02515859270561892,-0.06243697876564871,0.1612182887268559,-0.1205477294069522,0.04192693996346525,0.0004861663247112068,-0.005811816877400767,-0.04297596915027283
701,233,0.009352693858893847,0.7279573320259874,17.891225428143315,0.001,4e-06,eval,0.1929530458476266,-0.03760986860719584,0.09456863365995619,-0.07951786851744067,-0.07860752064439536,0.07849475563804462,-0.07350629163993298,0.04754594519889393,0.09012969959684557,0.001181493338858143,-0.07735670568206346,-0.0006494041566399327,-0.0576221898189753,-0.0073991110516384425,0.049346545456899725,0.01961501157953287,-0.20072483673223868,0.07082822064072679,0.10992804302514386,0.016131826338929352,-0.07815172537945171,-0.02681444162894576,-0.02025858557337617,0.4653796086967058,-0.007071457516963961,-0.5218254518515786,0.11361862432455029,0.05806866770240275,0.05480453388276876,-0.012404391567621763,-0.04458277511716116,-0.04148881867551528,-0.07751623136064961,0.0012420505257510809,0.05370313109854579,0.02127062946205241,0.04750504115960624,-0.04735976388196007,-0.03753624711224233,-0.0022290845676849686,0.058789580554678006,-0.011718460257173739,-0.0051720121539784135,0.0873901687657324,0.016968020868281364,-0.09051467020408012,0.013806657003305689,-0.04094057451505622,-0.13138396708957356,-0.025997316196370895,0.15575093131897733,-0.05982862106749472,0.05956471824978565,-0.1087989924907574,-0.05394864150133409,0.09643690356951165,-0.04427503047968747,0.0471806122214428,-0.0503968816545886,0.027708418107659644,0.002639460022386011,0.01630242048411185,-0.017133213630587733,0.13725777138569747,0.001559717340317315,-0.09740813457763546,0.018930048587969085,0.007669539795682758,-0.12026948089332246,-0.03425816492313686,0.11910409869643239,-0.00030661121065546885,0.004935067120385266,0.02653951004469348,0.02515859270561892,-0.06243697876564871,0.1612182887268559,-0.1205477294069522,0.04192693996346525,0.0004861663247112068,-0.005811816877400767,-0.04297596915027283
702,234,0.05722046470725244,-0.65616355476088,44.25347901132424,0.001,0.6000000000000001,train,0.008840913286819855,0.002655597240073033,-0.004509311610350854,-0.0049962008002821055,-0.005943924744927135,-0.0047564240703407675,-0.0026492435775417496,0.0012179821980352569,0.00342090845823275,-0.0043801271196028425,0.0032609031547139217,0.0004524476858019469,0.011231865331695897,0.0038789120705830064,0.012340019123232238,0.004930915937513696,0.001354341632993046,0.005340207138907703,0.0024098755237576754,-0.0024866016942383536,0.0024472037431804484,0.0009434556793337281,-0.010412900103711068,-0.003178492818163137,-0.009455124508085474,-0.002424019359064399,0.0014932632920947287,0.0027582378783686926,0.0016144647957316892,-0.005050157604446185,-0.0005319353549941757,-0.0005051188897986705,-0.0060464466558744516,-0.005363278831362153,-0.006244864678786543,-0.005098487882828089,-0.004391881792852379,-0.0008223240479753969,0.0016172607789211348,-0.003491268947231421,0.0008230018832891237,-0.0013756653061587347,0.0015102711027021184,-0.0010395339015559029,0.00046911904557599403,-0.0033424904770677005,-0.0021520579261923266,0.0015355569016910476,0.0021687409314668257,-0.005671233721173971,0.004118154471920044,0.005941553421741197,-0.007033239582085963,-0.005270489892679267,-0.006173819691732324,-0.0046476889677509806,0.0019140375264772686,0.003633335191128603,-0.004666561708309403,-0.004353626041936638,-0.004926257375533008,-0.005313651562927606,-0.0016490018767779415,0.004714691430640052,-0.0047068404144068356,-0.0016268040147411607,0.0043857306413224665,0.004003228393772992,0.0014830960535202509,0.003354906932551478,0.0004896945626675475,0.002319992758765172,-0.004674693314109254,-0.006571612653626539,-0.006549919221967243,-0.007999525635690726,8.099678824538386e-05,0.003965466968698353,0.0030166282797682033,-0.005618531748259178,0.0052842644198436645,0.0050122967132499455
703,234,0.05644111214170244,-0.6617892427059593,43.95107578944759,0.001,0.6000000000000001,test,0.008840913286819855,0.002655597240073033,-0.004509311610350854,-0.0049962008002821055,-0.005943924744927135,-0.0047564240703407675,-0.0026492435775417496,0.0012179821980352569,0.00342090845823275,-0.0043801271196028425,0.0032609031547139217,0.0004524476858019469,0.011231865331695897,0.0038789120705830064,0.012340019123232238,0.004930915937513696,0.001354341632993046,0.005340207138907703,0.0024098755237576754,-0.0024866016942383536,0.0024472037431804484,0.0009434556793337281,-0.010412900103711068,-0.003178492818163137,-0.009455124508085474,-0.002424019359064399,0.0014932632920947287,0.0027582378783686926,0.0016144647957316892,-0.005050157604446185,-0.0005319353549941757,-0.0005051188897986705,-0.0060464466558744516,-0.005363278831362153,-0.006244864678786543,-0.005098487882828089,-0.004391881792852379,-0.0008223240479753969,0.0016172607789211348,-0.003491268947231421,0.0008230018832891237,-0.0013756653061587347,0.0015102711027021184,-0.0010395339015559029,0.00046911904557599403,-0.0033424904770677005,-0.0021520579261923266,0.0015355569016910476,0.0021687409314668257,-0.005671233721173971,0.004118154471920044,0.005941553421741197,-0.007033239582085963,-0.005270489892679267,-0.006173819691732324,-0.0046476889677509806,0.0019140375264772686,0.003633335191128603,-0.004666561708309403,-0.004353626041936638,-0.004926257375533008,-0.005313651562927606,-0.0016490018767779415,0.004714691430640052,-0.0047068404144068356,-0.0016268040147411607,0.0043857306413224665,0.004003228393772992,0.0014830960535202509,0.003354906932551478,0.0004896945626675475,0.002319992758765172,-0.004674693314109254,-0.006571612653626539,-0.006549919221967243,-0.007999525635690726,8.099678824538386e-05,0.003965466968698353,0.0030166282797682033,-0.005618531748259178,0.0052842644198436645,0.0050122967132499455
704,234,0.05734192714167199,-0.66790991790646,44.300422756715584,0.001,0.6000000000000001,eval,0.008840913286819855,0.002655597240073033,-0.004509311610350854,-0.0049962008002821055,-0.005943924744927135,-0.0047564240703407675,-0.0026492435775417496,0.0012179821980352569,0.00342090845823275,-0.0043801271196028425,0.0032609031547139217,0.0004524476858019469,0.011231865331695897,0.0038789120705830064,0.012340019123232238,0.004930915937513696,0.001354341632993046,0.005340207138907703,0.0024098755237576754,-0.0024866016942383536,0.0024472037431804484,0.0009434556793337281,-0.010412900103711068,-0.003178492818163137,-0.009455124508085474,-0.002424019359064399,0.0014932632920947287,0.0027582378783686926,0.0016144647957316892,-0.005050157604446185,-0.0005319353549941757,-0.0005051188897986705,-0.0060464466558744516,-0.005363278831362153,-0.006244864678786543,-0.005098487882828089,-0.004391881792852379,-0.0008223240479753969,0.0016172607789211348,-0.003491268947231421,0.0008230018832891237,-0.0013756653061587347,0.0015102711027021184,-0.0010395339015559029,0.00046911904557599403,-0.0033424904770677005,-0.0021520579261923266,0.0015355569016910476,0.0021687409314668257,-0.005671233721173971,0.004118154471920044,0.005941553421741197,-0.007033239582085963,-0.005270489892679267,-0.006173819691732324,-0.0046476889677509806,0.0019140375264772686,0.003633335191128603,-0.004666561708309403,-0.004353626041936638,-0.004926257375533008,-0.005313651562927606,-0.0016490018767779415,0.004714691430640052,-0.0047068404144068356,-0.0016268040147411607,0.0043857306413224665,0.004003228393772992,0.0014830960535202509,0.003354906932551478,0.0004896945626675475,0.002319992758765172,-0.004674693314109254,-0.006571612653626539,-0.006549919221967243,-0.007999525635690726,8.099678824538386e-05,0.003965466968698353,0.0030166282797682033,-0.005618531748259178,0.0052842644198436645,0.0050122967132499455
705,235,0.009101600192188924,0.7365673521627762,17.649426805923923,0.001,0.06,train,0.19179004050017667,-0.04488463431140267,0.14676518374183742,-0.15081624789344228,-0.10394493543725966,0.12616004311863746,-0.05035902037958452,0.011308022244927511,0.07499438629744262,-0.0023788530545092957,-0.06511504875435832,0.0023158030114935335,-0.014624574415990165,-0.029607249016628284,0.013076565541849458,0.04172077520272627,-0.2159944259753512,0.09064746754152095,0.15436451073059781,0.025274872824770377,-0.12180623069439002,-0.03739067478420605,-0.030205410384075544,0.45792236163283084,-0.00029166468893213586,-0.5011683646611553,0.13066690117792024,0.07294502925232574,0.058572962708825,-0.01933770260408692,-0.04378177095189357,-0.027181623864668228,-0.09487507857627765,0.013076187128609834,0.05930054123218762,0.021859479679994444,0.029773180383635085,-0.0398279357132428,-0.03955433545837066,-0.0008952477861913736,0.05612706391596417,-0.008920695297026477,-0.016148892849573885,0.11182448633575304,0.024308067744568687,-0.11010750965844451,0.012914070162598743,-0.041042308157572295,-0.14107844182857063,-0.035327076921707064,0.16808943504535886,-0.0629781895308577,0.10210626034065297,-0.13610589432327128,-0.08407764225736193,0.10543592795897916,-0.04758471848852227,0.053289188272080235,-0.05408571637418228,0.03313883041723318,-0.017621550670043184,0.03066214775736956,-0.011816502685282582,0.12277492463353099,-0.016937778370704894,-0.05938653834029242,0.023777953633528044,0.005461859157087772,-0.08937919533036447,-0.052552912115640935,0.10046200948494403,0.003710891902547561,-0.06405731218999644,0.16459858180945083,0.0923964343287591,-0.1973172894798359,0.15195662337587693,-0.12545704168518967,0.03476429661669129,0.007697736862139721,0.01733310694539895,-0.07116027215903224
706,235,0.009292586478660766,0.7263994336542582,17.833641586399697,0.001,0.06,test,0.19179004050017667,-0.04488463431140267,0.14676518374183742,-0.15081624789344228,-0.10394493543725966,0.12616004311863746,-0.05035902037958452,0.011308022244927511,0.07499438629744262,-0.0023788530545092957,-0.06511504875435832,0.0023158030114935335,-0.014624574415990165,-0.029607249016628284,0.013076565541849458,0.04172077520272627,-0.2159944259753512,0.09064746754152095,0.15436451073059781,0.025274872824770377,-0.12180623069439002,-0.03739067478420605,-0.030205410384075544,0.45792236163283084,-0.00029166468893213586,-0.5011683646611553,0.13066690117792024,0.07294502925232574,0.058572962708825,-0.01933770260408692,-0.04378177095189357,-0.027181623864668228,-0.09487507857627765,0.013076187128609834,0.05930054123218762,0.021859479679994444,0.029773180383635085,-0.0398279357132428,-0.03955433545837066,-0.0008952477861913736,0.05612706391596417,-0.008920695297026477,-0.016148892849573885,0.11182448633575304,0.024308067744568687,-0.11010750965844451,0.012914070162598743,-0.041042308157572295,-0.14107844182857063,-0.035327076921707064,0.16808943504535886,-0.0629781895308577,0.10210626034065297,-0.13610589432327128,-0.08407764225736193,0.10543592795897916,-0.04758471848852227,0.053289188272080235,-0.05408571637418228,0.03313883041723318,-0.017621550670043184,0.03066214775736956,-0.011816502685282582,0.12277492463353099,-0.016937778370704894,-0.05938653834029242,0.023777953633528044,0.005461859157087772,-0.08937919533036447,-0.052552912115640935,0.10046200948494403,0.003710891902547561,-0.06405731218999644,0.16459858180945083,0.0923964343287591,-0.1973172894798359,0.15195662337587693,-0.12545704168518967,0.03476429661669129,0.007697736862139721,0.01733310694539895,-0.07116027215903224
